source_log,instance,step,elapsed_seconds,current_action,proposed_action,network_argmax_action,max_visit_count,number_tied_at_max_visits,tie_break_reason,current_policy_rank,proposed_policy_rank
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,5174,7447.490981340408,42,43,43,10,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,5175,7447.704851388931,42,43,43,10,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,5176,7447.824310541153,42,43,43,10,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,5177,7447.932106256485,42,43,43,10,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,5178,7448.026751041412,42,43,43,10,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,5719,7532.235795497894,97,98,42,11771,2,policy_prior,4,3
.tmp_live_refresh\logs\21178320_failure_off.txt,[53] ../problems/numeric/counters/vanilla/fz_instance_55.pddl,6388,7669.780902147293,42,43,43,8,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1105,1029.6774008274078,86,115,115,9,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1106,1030.6183021068573,87,115,115,7,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1122,1044.94313621521,88,116,116,10,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1123,1045.8076756000519,89,116,116,7,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1124,1046.7958188056946,90,116,116,7,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1125,1047.50111079216,91,116,116,6,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1128,1049.6664118766785,92,116,116,5,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1129,1050.5563652515411,94,116,116,5,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1132,1052.7375600337982,95,116,116,5,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1133,1053.480456829071,96,116,116,5,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1165,1109.4322626590729,66,117,117,14,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1168,1112.2024068832397,61,117,117,11,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1179,1125.8515241146088,62,64,64,6,4,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1181,1147.5516850948334,64,117,117,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1183,1149.093864440918,61,117,117,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1186,1151.3182005882263,61,65,65,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1194,1159.9434521198273,62,64,64,6,2,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1195,1160.9630947113037,61,64,64,5,5,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1196,1162.2335233688354,63,64,64,5,5,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1199,1165.455530166626,62,65,65,5,5,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1201,1167.3532996177673,63,66,66,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1202,1168.3840157985687,64,66,66,5,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1205,1171.5853805541992,65,117,117,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1206,1172.3872265815735,66,117,117,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1210,1176.8498063087463,62,117,117,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1217,1189.2896013259888,62,67,67,6,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1219,1192.0610971450806,63,68,68,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1221,1194.0304837226868,64,117,117,6,4,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1222,1195.3760135173798,65,117,117,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1223,1196.7616815567017,66,117,117,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1224,1198.0422241687775,67,117,117,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1227,1201.892985343933,62,68,68,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1228,1203.1673209667206,63,68,68,5,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1229,1247.2005126476288,64,68,68,5,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1230,1248.2764632701874,65,68,68,5,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1232,1250.3226008415222,66,69,69,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1234,1252.143934249878,63,67,67,6,5,policy_prior,5,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1237,1255.9146382808685,64,69,69,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1239,1258.8654453754425,65,70,70,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1240,1260.2386510372162,66,70,70,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1241,1261.5107789039612,67,70,70,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1242,1262.9196894168854,68,70,70,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1244,1265.5889112949371,64,69,69,6,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1246,1268.2050182819366,65,70,70,6,4,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1247,1269.6625747680664,66,70,70,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1249,1272.2365293502808,67,72,72,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1250,1273.548419713974,68,72,72,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1251,1274.9080340862274,69,72,72,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1252,1276.3340051174164,70,72,72,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1254,1278.5003237724304,65,72,72,6,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1255,1279.5528690814972,66,72,72,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1256,1280.694253206253,67,72,72,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1258,1282.875604391098,68,73,73,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1259,1283.7615835666656,69,73,73,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1260,1284.6547918319702,70,73,73,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1261,1285.5684561729431,72,73,73,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1263,1287.857429265976,66,73,73,6,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1264,1288.8263206481934,67,73,73,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1266,1290.9776799678802,68,74,74,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1267,1291.979504585266,69,74,74,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1268,1293.322791337967,70,74,74,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1269,1294.625876903534,72,74,74,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1271,1297.1383085250854,67,73,73,6,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1273,1299.6417298316956,68,74,74,6,4,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1274,1300.7288038730621,69,74,74,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1276,1302.7529191970825,70,75,75,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1277,1318.494956254959,72,75,75,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1278,1319.6908230781555,73,75,75,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1279,1320.821032524109,74,75,75,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1281,1322.7593212127686,68,75,75,6,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1282,1324.0392787456512,69,75,75,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1283,1325.0551958084106,70,75,75,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1285,1327.4106583595276,72,76,76,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1286,1328.4359512329102,73,76,76,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1287,1329.434279680252,74,76,76,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1288,1330.611436367035,75,76,76,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1290,1332.5181202888489,69,76,76,6,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1291,1333.606243133545,70,76,76,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1293,1335.8399422168732,72,77,77,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1294,1336.8518030643463,73,77,77,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1295,1337.7279613018036,74,77,77,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1296,1338.6886658668518,75,77,77,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1298,1340.9590961933136,70,76,76,6,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1300,1343.1148841381073,72,77,77,6,4,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1301,1344.3597247600555,73,77,77,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1303,1346.6144683361053,74,78,78,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1304,1352.1389043331146,75,78,78,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1305,1353.3964703083038,76,78,78,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1306,1354.796926498413,77,78,78,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1308,1357.0176751613617,72,78,78,6,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1309,1358.0114483833313,73,78,78,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1310,1359.1258239746094,74,78,78,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1312,1361.3757252693176,75,79,79,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1313,1362.7338943481445,76,79,79,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1314,1364.2057991027832,77,79,79,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1315,1365.6398196220398,78,79,79,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1317,1368.8313131332397,73,79,79,6,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1318,1370.2029809951782,74,79,79,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1320,1373.2630574703217,75,80,80,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1321,1374.4030754566193,76,80,80,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1322,1375.7404074668884,77,80,80,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1323,1377.0162496566772,78,80,80,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1325,1410.858283996582,74,79,79,6,5,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1327,1413.1741604804993,75,80,80,6,4,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1328,1414.4882912635803,76,80,80,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1330,1416.7413358688354,77,81,81,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1331,1417.7989194393158,78,81,81,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1332,1418.8976893424988,79,81,81,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1333,1419.8948678970337,80,81,81,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1335,1422.522264957428,75,81,81,6,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1336,1423.9400234222412,76,81,81,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1337,1425.3776609897614,77,81,81,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1339,1428.1236941814423,78,83,83,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1340,1429.563940525055,79,83,83,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1341,1431.1103301048279,80,83,83,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1342,1432.6952512264252,81,83,83,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1344,1435.4952714443207,76,83,83,6,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1345,1436.833816766739,77,83,83,6,3,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1347,1439.7922506332397,78,84,84,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1348,1441.3684513568878,79,84,84,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1349,1442.8192863464355,80,84,84,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1350,1444.0962195396423,81,84,84,6,2,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1371,1469.6730015277863,77,115,115,6,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1374,1489.0902485847473,78,115,115,5,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1375,1490.3845400810242,79,115,115,5,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1378,1494.8501138687134,80,115,115,5,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1379,1496.1218276023865,81,115,115,5,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1398,1523.2719054222107,76,115,115,5,4,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1399,1524.821743965149,83,115,115,5,4,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1400,1525.9240970611572,84,115,115,5,5,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1444,1611.5886688232422,76,113,113,6,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1446,1614.1623675823212,77,115,115,6,4,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1447,1615.2234511375427,78,115,115,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1448,1616.3311965465546,79,115,115,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1449,1617.9839293956757,83,115,115,6,2,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1496,1729.3413088321686,76,113,113,6,5,policy_prior,3,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1498,1732.1451296806335,77,115,115,6,4,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1499,1733.6343941688538,78,115,115,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1500,1735.3926105499268,79,115,115,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1501,1736.9883744716644,83,115,115,6,2,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1548,1840.7332694530487,77,113,113,6,4,policy_prior,4,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1550,1843.566437959671,76,114,114,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1551,1845.1081550121307,78,114,114,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1552,1846.4073085784912,79,114,114,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1553,1848.0943126678467,80,114,114,6,3,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1561,1905.3502774238586,81,114,114,5,5,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1564,1909.8863837718964,83,114,114,5,5,policy_prior,2,1
.tmp_live_refresh\logs\21178320_failure_off.txt,[57] ../problems/numeric/counters/vanilla/fz_instance_59.pddl,1610,1981.9216120243073,76,113,113,6,4,policy_prior,3,1
